Renda,Exposição,Uso
-1.3158811833637134,0.190347911452317,0.0
-1.3025279160376229,-1.2829532609174472,0.0
0.24434080045600226,0.10724001830247687,0.0
-0.9652503967844662,-1.7394363384482565,0.0
-1.011645124382945,-2.1122097625594254,0.0
-0.4022481020596418,1.9192617898667046,1.0
-0.25873497663690437,0.4436996060683791,0.0
0.3034809231006964,-1.5566329504692094,0.0
-0.161712652597788,1.556663952417182,0.0
-1.1437470024654603,-3.4303207227155843,0.0
-1.1735919897841787,-1.2656529878119573,0.0
2.052432998896122,-0.9891406325587901,0.0
-0.42271526066343423,0.6599177544549442,0.0
0.6871461296795416,-1.2042173268142269,0.0
-0.6526390357527161,-0.6873302978659228,0.0
-1.1746744422888498,-2.3305975975046893,0.0
-1.503180996741122,-1.6591228749693,0.0
-0.7910856982887831,-0.7097913609205528,0.0
-0.9309133896229856,-1.274709717340651,0.0
-0.6099863849037099,0.05468670488563543,0.0
1.3474581398582184,-0.21756152227743009,0.0
-0.2938426801673413,0.7552383146059727,0.0
0.27772841437082185,-0.964145625575852,0.0
0.355063112733653,-0.9393008324945498,0.0
-1.33885056144768,-2.418806862034165,0.0
-0.33357907739536363,-1.5012552055152995,0.0
-0.6085279586649583,-0.6764625053356432,0.0
-0.36005287584248813,1.4363451113897647,0.0
-0.9425978429753454,-0.11990019809135666,0.0
0.1726767381860579,0.32368866564994425,0.0
0.985127382668148,-0.4902232698625676,0.0
1.1002717172704624,-0.6785792778941513,0.0
-1.0803435176918208,-1.8626517700036753,0.0
-0.6528882069750972,0.3917926004073411,0.0
-1.193960247394055,-0.4062048976645215,0.0
-1.1020290594827546,0.9842270855976545,0.0
-0.6051328146223558,-0.0006602920637486243,0.0
-0.9202314077419489,0.4492503094118716,0.0
1.535026181018218,0.8083988020735777,0.0
-0.31581213210590475,-0.5239867187666484,0.0
-1.0500198958039713,-1.2612211282509451,0.0
1.38117718772941,-1.2304877974226414,0.0
1.4574561361308103,-2.865276387949034,0.0
-0.7009632060585722,-0.49732074863892817,0.0
-1.2126021499862412,-0.37819703804483196,0.0
-0.1924800532742117,0.1898589348375581,0.0
1.0747560864454153,-1.7417691391594006,0.0
0.7151071040962843,-2.252168140752619,0.0
-0.6536876340620956,0.3731006232113745,0.0
-0.940776952982234,-0.652781143388395,0.0
0.5755420539355796,-0.7698512274534013,0.0
-1.0890227909306904,-0.7109015465905328,0.0
1.0283061229734114,-4.231097793144814,0.0
-0.12849729131639465,-0.4545854067544557,0.0
-1.2641915002013622,-2.723897766747993,0.0
-0.6594235805453008,-0.6753091161153288,0.0
-0.9351525340192768,-1.8462712898542857,0.0
-0.9144863089472607,0.5821220210665867,0.0
1.3406662994156195,-0.7473670289362314,0.0
0.29297751558040275,0.6512613515551375,0.0
0.6658558253586724,0.8448248640759775,0.0
-0.7500637702867347,0.22172127083283066,0.0
-0.930438384115506,-0.5992293655768035,0.0
-0.030894024887758054,-0.30548112672800554,0.0
1.1181312587153611,0.25956979884801057,0.0
-1.4933328157956693,-0.47964871016285604,0.0
-1.0999818854533148,-2.230101596155545,0.0
-1.1171742703995051,-2.1415516350077843,0.0
-0.9103854668738064,-1.909672090366891,0.0
0.1819753187944616,0.029538186830396995,0.0
1.2031932858679426,-1.7765177533572762,0.0
0.13502806195979933,-0.47499067830308817,0.0
1.7402796808087553,-1.932277788691454,0.0
-1.0835016393248063,-1.011229420755025,0.0
2.509942544230232,-3.760763710258963,0.0
1.1079926619278224,0.2894989269291053,0.0
-0.789500293842782,0.07723573876508483,0.0
-1.0721054800273226,-1.4230348856640571,0.0
0.42859725843675156,-1.8488833951254449,0.0
-1.4977382418927783,-1.6447353751967964,0.0
-0.6213032055917314,0.4150257245981792,0.0
0.7189138977718941,-1.096881088990495,0.0
0.4351721673763248,-0.893297076850661,0.0
-0.47361868874419377,-1.6036997262696944,0.0
-0.9049094049645114,-1.5467494220350595,0.0
-1.8086863122469494,-2.327501017259295,0.0
-1.0946643042077349,-0.35956372086907495,0.0
-1.2508412588565423,-1.8204818500411077,0.0
-1.0928847762219525,-1.918603580556677,0.0
-1.4684882228946996,0.6443237676862938,1.0
-0.5782920447234441,-1.6758367514321124,0.0
0.7909543732342885,-1.460544590066582,0.0
-0.37924159520826595,2.0491870031516695,0.0
0.06588415646620116,0.6481666446698904,0.0
-1.5847712411858375,-1.1647699147346184,0.0
-1.4065831882642348,-1.8491808543010062,0.0
-1.1980738031714018,-2.151569417711306,0.0
-1.1333303752701123,-2.354345605635541,0.0
1.1386363980356509,-1.5273570688919673,0.0
0.5281056400291464,-1.8234839591979954,0.0
1.1512990348043914,-0.5708702084730489,0.0
0.5770420790785276,0.41426459604165333,1.0
1.576110279316481,-1.0043527577159483,0.0
0.3108427073274289,-1.3572405997713641,0.0
-1.4306931730932768,-0.6011023727076232,0.0
2.3383121920980443,-3.248532344147741,0.0
-1.5190408641267341,-0.9320822978584947,0.0
-1.1661015773519154,-2.608115067424588,0.0
-1.1755655211773501,-1.8763396884986951,0.0
0.7557913832306629,0.31659703480963297,0.0
-0.9018109107041857,1.2654730590523604,1.0
-0.5459097750035702,-0.6557587696645315,0.0
-1.1399677988199897,-0.17641459447643548,0.0
-1.545268862774132,-2.697644313711133,0.0
-0.6736961566446378,-1.714225281836222,0.0
-0.47950933908419946,-0.49918314017758514,0.0
1.9760229966448533,-0.12702335788719865,0.0
1.8093766418364252,-3.349654938209526,0.0
1.1882895829453206,-0.856506090597364,0.0
-1.161233017098754,-0.25553037772251863,0.0
0.6190889709842735,-0.3498065984063857,0.0
-0.5095676153542763,0.3020845860474506,0.0
-1.6051997570662446,-2.501145361769001,0.0
0.13593768190839595,1.106235432731303,0.0
-1.479338008845209,-2.758141544055464,0.0
-0.15488106763848708,-0.8619738902959344,0.0
1.2059283031349057,-1.7305836968810517,0.0
1.197346750138121,-1.6810473930869347,0.0
-1.4664972993538017,-2.808125009159954,0.0
-1.1790840273617935,-2.094306034884756,0.0
-0.8771121665950734,-0.06298167570850799,0.0
1.4506088829944805,-1.436315222751601,0.0
1.0539077117744444,-2.381199120939376,0.0
-1.5558766715409873,-2.057945925480763,0.0
-0.20869684385596132,-0.7309408985788335,0.0
-1.031688232110998,-0.9580901435591214,0.0
1.7786456169235167,-0.4613441310233126,0.0
1.7028399091427522,-1.7765614767736824,0.0
-0.5767897768392407,0.5567784545598855,0.0
0.8594620570989362,-1.4808194302524331,0.0
1.2361736244794752,-0.8846077210749101,0.0
1.1480232635993342,-2.7205297161905126,0.0
-1.1095065225298912,0.782393195492201,1.0
-1.2428586318418584,-0.7376850703116843,0.0
1.5616580496851893,-0.2637616620416269,0.0
0.9258020539919054,-1.1575977488005607,0.0
-1.1246330351368974,-2.0038428621307975,0.0
-0.7831419625029774,-2.1662349419186278,0.0
-0.6682767299968684,0.6885962636240703,0.0
1.9828892823797144,-1.6771038632671118,0.0
0.31693718178785435,0.2573520994658147,0.0
1.0230663555753725,-1.2720922549560105,0.0
0.9683720347133341,-0.7487647069203558,0.0
0.5256399531560214,-0.6793472047558242,0.0
1.9424517845307192,-1.9315898975348356,0.0
-1.2063747867070977,-2.1750582670201704,0.0
0.15116793371260062,0.45286861421128255,0.0
0.8644225854548607,-0.27320677127195436,0.0
1.7541483924638899,-1.8896993521401213,0.0
-1.9604635452339183,-1.7828506471515144,0.0
-1.592755461635429,-1.2544869818373723,0.0
1.4216724498515896,-0.4571679346806994,0.0
1.3683441179672353,-0.6705652296300504,0.0
1.026088217817716,-1.5681703984589492,0.0
-1.410645970921547,-2.191942276764542,0.0
-0.15870731371178337,0.5563206062010022,0.0
1.731463777177927,0.3343357815402024,0.0
0.5080243957944179,-0.6572772053062983,0.0
-1.0898820615950688,-1.2673226523434575,0.0
1.5941455573819363,-1.6360908530217604,0.0
1.2043389613697475,-0.6841453260094159,0.0
1.0674232485249355,-1.654615975206193,0.0
-0.9956837897507427,0.06680821566542905,0.0
